2025-12-05 18:53:45,912 - app - INFO - app.py:162 - Application started - Log file: D:\Siri-apps\billing-app\backend\data\logs\app-log-2025-12-05.log
2025-12-05 18:53:45,912 - app - INFO - app.py:163 - BASE_DIR: D:\Siri-apps\billing-app\backend
2025-12-05 18:53:45,912 - app - INFO - app.py:164 - JSON_DIR: D:\Siri-apps\billing-app\backend\data\json
2025-12-05 18:53:45,912 - app - INFO - app.py:165 - LOGS_DIR: D:\Siri-apps\billing-app\backend\data\logs
2025-12-05 18:53:45,914 - app - INFO - app.py:192 - Starting log file cleanup. Keeping files for 30 days.
2025-12-05 18:53:45,915 - app - INFO - app.py:209 - Log cleanup completed. Deleted 0 old log files.
2025-12-05 18:53:45,917 - app - DEBUG - app.py:187 - Directory already exists: D:\Siri-apps\billing-app\backend\data
2025-12-05 18:53:45,919 - app - DEBUG - app.py:187 - Directory already exists: D:\Siri-apps\billing-app\backend\data\json
2025-12-05 18:53:45,919 - app - DEBUG - app.py:187 - Directory already exists: D:\Siri-apps\billing-app\backend\data\logs
2025-12-05 18:53:45,920 - app - INFO - app.py:77 - Enhanced sync manager initialized
2025-12-05 18:53:51,886 - app - INFO - app.py:220 - Initial data export from Supabase completed successfully.
2025-12-05 18:53:51,886 - app - INFO - app.py:231 - Starting Flask server on port 8080 (debug=True)
2025-12-05 18:53:54,387 - app - INFO - app.py:162 - Application started - Log file: D:\Siri-apps\billing-app\backend\data\logs\app-log-2025-12-05.log
2025-12-05 18:53:54,387 - app - INFO - app.py:163 - BASE_DIR: D:\Siri-apps\billing-app\backend
2025-12-05 18:53:54,387 - app - INFO - app.py:164 - JSON_DIR: D:\Siri-apps\billing-app\backend\data\json
2025-12-05 18:53:54,387 - app - INFO - app.py:165 - LOGS_DIR: D:\Siri-apps\billing-app\backend\data\logs
2025-12-05 18:53:54,392 - app - INFO - app.py:192 - Starting log file cleanup. Keeping files for 30 days.
2025-12-05 18:53:54,392 - app - INFO - app.py:209 - Log cleanup completed. Deleted 0 old log files.
2025-12-05 18:53:54,392 - app - DEBUG - app.py:187 - Directory already exists: D:\Siri-apps\billing-app\backend\data
2025-12-05 18:53:54,393 - app - DEBUG - app.py:187 - Directory already exists: D:\Siri-apps\billing-app\backend\data\json
2025-12-05 18:53:54,393 - app - DEBUG - app.py:187 - Directory already exists: D:\Siri-apps\billing-app\backend\data\logs
2025-12-05 18:53:54,395 - app - INFO - app.py:77 - Enhanced sync manager initialized
2025-12-05 18:53:58,324 - app - INFO - app.py:220 - Initial data export from Supabase completed successfully.
2025-12-05 18:53:58,325 - app - INFO - app.py:231 - Starting Flask server on port 8080 (debug=True)
2025-12-05 18:57:18,400 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/sync/status, Origin=http://localhost:3000
2025-12-05 18:57:23,403 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/sync/status, Origin=http://localhost:3000
2025-12-05 18:57:25,127 - app - INFO - app.py:101 - Incoming Request: Method=OPTIONS, Path=/api/auth/login, Origin=http://localhost:3000
2025-12-05 18:57:25,138 - app - INFO - app.py:101 - Incoming Request: Method=POST, Path=/api/auth/login, Origin=http://localhost:3000
2025-12-05 18:57:28,488 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/sync/status, Origin=http://localhost:3000
2025-12-05 18:57:29,436 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/notifications, Origin=http://localhost:3000
2025-12-05 18:57:29,439 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/bills, Origin=http://localhost:3000
2025-12-05 18:57:29,441 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/products, Origin=http://localhost:3000
2025-12-05 18:57:29,448 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/stores, Origin=http://localhost:3000
2025-12-05 18:57:29,456 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/users, Origin=http://localhost:3000
2025-12-05 18:57:30,230 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/bills, Origin=http://localhost:3000
2025-12-05 18:57:30,230 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/products, Origin=http://localhost:3000
2025-12-05 18:57:30,235 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/stores, Origin=http://localhost:3000
2025-12-05 18:57:30,420 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/notifications, Origin=http://localhost:3000
2025-12-05 18:57:31,022 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/users, Origin=http://localhost:3000
2025-12-05 18:57:33,404 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/sync/status, Origin=http://localhost:3000
2025-12-05 18:57:36,756 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/batches, Origin=http://localhost:3000
2025-12-05 18:57:36,759 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/products, Origin=http://localhost:3000
2025-12-05 18:57:36,762 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/notifications, Origin=http://localhost:3000
2025-12-05 18:57:36,987 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/notifications, Origin=http://localhost:3000
2025-12-05 18:57:38,401 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/sync/status, Origin=http://localhost:3000
2025-12-05 18:57:44,021 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/batches, Origin=http://localhost:3000
2025-12-05 18:57:44,044 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/sync/status, Origin=http://localhost:3000
2025-12-05 18:57:48,394 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/sync/status, Origin=http://localhost:3000
2025-12-05 18:57:53,399 - app - INFO - app.py:101 - Incoming Request: Method=GET, Path=/api/sync/status, Origin=http://localhost:3000
