2026-01-30 15:16:50,060 - app - INFO - app.py:198 - Application started - Log file: D:\Siri-apps\billing-app\backend\data\logs\app-log-2026-01-30.log
2026-01-30 15:16:50,060 - app - INFO - app.py:199 - BASE_DIR: D:\Siri-apps\billing-app\backend
2026-01-30 15:16:50,060 - app - INFO - app.py:200 - JSON_DIR: D:\Siri-apps\billing-app\backend\data\json
2026-01-30 15:16:50,060 - app - INFO - app.py:201 - LOGS_DIR: D:\Siri-apps\billing-app\backend\data\logs
2026-01-30 15:16:50,060 - app - INFO - app.py:228 - Starting log file cleanup. Keeping files for 30 days.
2026-01-30 15:16:50,061 - app - INFO - app.py:245 - Log cleanup completed. Deleted 0 old log files.
2026-01-30 15:16:50,061 - app - DEBUG - app.py:223 - Directory already exists: D:\Siri-apps\billing-app\backend\data
2026-01-30 15:16:50,061 - app - DEBUG - app.py:223 - Directory already exists: D:\Siri-apps\billing-app\backend\data\json
2026-01-30 15:16:50,062 - app - DEBUG - app.py:223 - Directory already exists: D:\Siri-apps\billing-app\backend\data\logs
2026-01-30 15:16:50,062 - app - INFO - app.py:79 - Enhanced sync manager initialized
2026-01-30 15:16:54,616 - app - INFO - app.py:256 - Initial data export from Supabase completed successfully.
2026-01-30 15:16:54,617 - app - INFO - app.py:267 - Starting Flask server on port 8080 (debug=True)
2026-01-30 15:16:56,984 - app - INFO - app.py:198 - Application started - Log file: D:\Siri-apps\billing-app\backend\data\logs\app-log-2026-01-30.log
2026-01-30 15:16:56,984 - app - INFO - app.py:199 - BASE_DIR: D:\Siri-apps\billing-app\backend
2026-01-30 15:16:56,984 - app - INFO - app.py:200 - JSON_DIR: D:\Siri-apps\billing-app\backend\data\json
2026-01-30 15:16:56,984 - app - INFO - app.py:201 - LOGS_DIR: D:\Siri-apps\billing-app\backend\data\logs
2026-01-30 15:16:56,985 - app - INFO - app.py:228 - Starting log file cleanup. Keeping files for 30 days.
2026-01-30 15:16:56,985 - app - INFO - app.py:245 - Log cleanup completed. Deleted 0 old log files.
2026-01-30 15:16:56,985 - app - DEBUG - app.py:223 - Directory already exists: D:\Siri-apps\billing-app\backend\data
2026-01-30 15:16:56,986 - app - DEBUG - app.py:223 - Directory already exists: D:\Siri-apps\billing-app\backend\data\json
2026-01-30 15:16:56,986 - app - DEBUG - app.py:223 - Directory already exists: D:\Siri-apps\billing-app\backend\data\logs
2026-01-30 15:16:56,986 - app - INFO - app.py:79 - Enhanced sync manager initialized
2026-01-30 15:16:59,916 - app - INFO - app.py:256 - Initial data export from Supabase completed successfully.
2026-01-30 15:16:59,917 - app - INFO - app.py:267 - Starting Flask server on port 8080 (debug=True)
2026-01-30 15:17:03,638 - app - INFO - app.py:103 - Incoming Request: Method=OPTIONS, Path=/api/sync/status, Origin=http://localhost:3000
2026-01-30 15:17:03,644 - app - INFO - app.py:103 - Incoming Request: Method=GET, Path=/api/sync/status, Origin=http://localhost:3000
2026-01-30 15:17:09,051 - app - INFO - app.py:103 - Incoming Request: Method=OPTIONS, Path=/api/sync/status, Origin=http://localhost:3000
2026-01-30 15:17:09,055 - app - INFO - app.py:103 - Incoming Request: Method=GET, Path=/api/sync/status, Origin=http://localhost:3000
2026-01-30 15:17:13,747 - app - INFO - app.py:103 - Incoming Request: Method=GET, Path=/api/sync/status, Origin=http://localhost:3000
2026-01-30 15:17:19,063 - app - INFO - app.py:103 - Incoming Request: Method=OPTIONS, Path=/api/sync/status, Origin=http://localhost:3000
2026-01-30 15:17:19,066 - app - INFO - app.py:103 - Incoming Request: Method=GET, Path=/api/sync/status, Origin=http://localhost:3000
2026-01-30 15:17:24,049 - app - INFO - app.py:103 - Incoming Request: Method=GET, Path=/api/sync/status, Origin=http://localhost:3000
2026-01-30 15:17:29,052 - app - INFO - app.py:103 - Incoming Request: Method=OPTIONS, Path=/api/sync/status, Origin=http://localhost:3000
2026-01-30 15:17:29,055 - app - INFO - app.py:103 - Incoming Request: Method=GET, Path=/api/sync/status, Origin=http://localhost:3000
2026-01-30 15:17:34,053 - app - INFO - app.py:103 - Incoming Request: Method=GET, Path=/api/sync/status, Origin=http://localhost:3000
2026-01-30 15:17:39,054 - app - INFO - app.py:103 - Incoming Request: Method=OPTIONS, Path=/api/sync/status, Origin=http://localhost:3000
2026-01-30 15:17:39,059 - app - INFO - app.py:103 - Incoming Request: Method=GET, Path=/api/sync/status, Origin=http://localhost:3000
2026-01-30 15:17:44,054 - app - INFO - app.py:103 - Incoming Request: Method=GET, Path=/api/sync/status, Origin=http://localhost:3000
2026-01-30 15:17:49,050 - app - INFO - app.py:103 - Incoming Request: Method=OPTIONS, Path=/api/sync/status, Origin=http://localhost:3000
2026-01-30 15:17:49,053 - app - INFO - app.py:103 - Incoming Request: Method=GET, Path=/api/sync/status, Origin=http://localhost:3000
2026-01-30 15:17:54,048 - app - INFO - app.py:103 - Incoming Request: Method=GET, Path=/api/sync/status, Origin=http://localhost:3000
2026-01-30 15:17:59,052 - app - INFO - app.py:103 - Incoming Request: Method=OPTIONS, Path=/api/sync/status, Origin=http://localhost:3000
2026-01-30 15:17:59,055 - app - INFO - app.py:103 - Incoming Request: Method=GET, Path=/api/sync/status, Origin=http://localhost:3000
2026-01-30 15:18:04,054 - app - INFO - app.py:103 - Incoming Request: Method=GET, Path=/api/sync/status, Origin=http://localhost:3000
2026-01-30 15:18:09,054 - app - INFO - app.py:103 - Incoming Request: Method=OPTIONS, Path=/api/sync/status, Origin=http://localhost:3000
